rpt_rec_num,"Provider CCN","Hospital Name","Street Address",City,"State Code","Zip Code",County,"Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Total Days Title V + Total for all Subproviders","Total Days Title XVIII + Total for all Subproviders","Total Days Title XIX + Total for all Subproviders","Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders","Number of Beds + Total for all Subproviders","Total Bed Days Available + Total for all Subproviders","Total Discharges Title V + Total for all Subproviders","Total Discharges Title XVIII + Total for all Subproviders","Total Discharges Title XIX + Total for all Subproviders","Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable",Inventory,"Prepaid Expenses","Other Current Assets","Total Current Assets",Land,"Land Improvements",Buildings,"Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets",Investments,"Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG amounts before October 1","DRG amounts after October 1","Outlier payments for discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Gross Revenue","Less Contractual Allowance and discounts on patients' accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone SCHIP","Stand-Alone SCHIP Charges"
686111,154014,"THE OTIS R. BOWEN CENTER","850 N. HARRISON",WARSAW,IN,46580-,KOSCIUSKO,99915,R,PH,2,2,07/01/2019,06/30/2020,1245.69,"","",457,517,3249,16,5856,"",83,64,661,"",457,517,3249,16,5856,"",83,64,661,"",457,517,3249,16,5856,"",83,64,661,"","","","",65708311,17146831,1,16775267,6347226,24414409,30761635,"","","","","","",25836845,"","",19154572,-7097388,"",997103,"",39121427,3989547,"",33618988,"","",11778868,"","",29473756,7322216,1599564,8921780,77516963,1089750,"",215097,"",21000,6810933,8136780,"",325000,"",10935564,11260564,19397344,58119619,58119619,77516963,"","","","","","","","",6347226,143546437,149893663,76239932,73653731,82855142,-9201411,17891621,8690210,"",8690210,"","","","",""
686134,51328,"TAHOE FOREST HOSPITAL","10121 PINE AVENUE",TRUCKEE,CA,96160-,NEVADA,99905,R,CAH,1,11,07/01/2019,06/30/2020,480.82,"","",2304,359,5788,25,9150,"",605,137,1901,"",4470,359,39710,62,22692,"",605,137,1901,"",1948,242,3745,19,6954,"",605,137,1901,481183,1253396,1493338,28838081,65097176,91078532,10227183,146001071,84692337,233708327,318400664,"","","","","","",62556895,"","",66745498,-47394858,3715806,2428209,82441004,173908574,3735806,3673677,204815623,6592516,6927339,81852172,"",3329412,162837959,"",12047904,12047904,348794437,7612910,13053599,"",5313209,1968,27790220,53771906,"",130744314,"","",130744314,184516220,164278217,164278217,348794437,"","","","","","","","",92373742,261424598,353798340,170544715,183253625,156175708,27077917,37432303,64510220,40271140,24239080,0.458545,6959037,74810063,"",""
686161,184008,"TEN BROECK HOSPITAL - KMI","8521 OLD LAGRANGE ROAD",LOUSIVILLE,KY,40242,JEFFERSON,31140,U,PH,2,4,01/01/2019,12/31/2019,159.76,"","",1512,"",12736,62,22630,"",120,"",1553,"",1512,"",22620,98,35770,"",120,"",1886,"",1512,"",12736,62,22630,"",120,"",1553,"","","","",9108941,6984916,645596,13666995,38114051,8856325,46970376,"","","","","","",-24909,"","",543355,"",22083,14975,"",555504,2380900,"",7621040,"","",2025093,"","",7589701,"",30519413,30519413,38664618,157141,732047,"",-25650,"",26515,3454965,"","","","","",3454965,35209653,35209653,38664618,"","","","","","","","",40800451,8941105,49741556,29350697,20390859,16093857,4297002,593831,4890833,"",4890833,"","","","",""
686198,363033,"ENCOMPASS HEALTH REHABILITATION HOSP","1 ELIZABETH PLACE",DAYTON,OH,45417,MONTGOMERY,19380,U,RH,5,4,01/01/2019,12/31/2019,82.24,"","",5298,440,9509,50,18250,"",463,39,808,"",5298,440,9509,50,18250,"",463,39,808,"",5298,440,9509,50,18250,"",463,39,808,"","","","",6155218,5952822,322690,11553143,22036659,"",22036659,996535,"",6155218,632774,"","",-16373013,"","",2518405,-749511,41017,90972,"",-14472130,"","","",137259,"",1783166,"","",713008,"",32627161,32627161,18868039,2886034,397864,"","","",92637,3376535,"","","",905989,905989,4282524,14585515,14585515,18868039,"","","","","","","","",22036660,"",22036660,8158223,13878437,12108040,1770397,264339,2034736,"",2034736,"","","","",""
686199,363034,"ENCOMPASS HEALTH REHABILITATION HOSP","151 GALBRAITH ROAD",CINCINNATI,OH,45216,HAMILTON,17140,U,RH,5,4,10/01/2018,09/30/2019,208.72,"","",10449,1399,24280,100,36500,"",799,87,1716,"",10449,1399,24280,100,36500,"",799,87,1716,"",10449,1399,24280,100,36500,"",799,87,1716,"","","","",13919673,15839140,1008890,27858871,56578763,1411,56580174,"","",13919673,"","","",3381683,"","",7712512,-2825112,154867,177278,"",8601228,"","","",2882832,"",5226385,"","",2631033,"",17967157,17967157,29199418,664092,845637,"","","",1084551,2594280,"","","",15919322,15919322,18513602,10685816,10685816,29199418,"","","","","","","","",56580175,"",56580175,26253781,30326394,29758813,567581,619488,1187069,"",1187069,"","","","",""
686210,453056,"CHRISTUS TRINITY MOTHER FRANCES REHA","3131 TROUP HIGHWAY",TYLER,TX,75701,SMITH,46340,U,RH,5,5,01/01/2019,12/31/2019,211.77,"","",19043,"",25353,94,34310,"",1614,"",2133,"",19043,"",25353,94,34310,"",1614,"",2133,"",19043,"",25353,94,34310,"",1614,"",2133,"","","","",12679810,13724748,1894043,22081347,49955148,226173,50181321,2223330,"",12679810,"","","",5794811,"","",4417783,-1108981,126581,595269,"",9825463,"","",14520144,49171,"",6928298,"","",13651402,"",4283882,4283882,27760747,604057,815403,"","","",5575854,6995314,"","","",11927998,11927998,18923312,8837435,8837435,27760747,"","","","","","","","",49955148,226173,50181321,16835482,33345839,26404558,6941281,1835899,8777180,"",8777180,"","","","",""
686215,673039,"ENCOMPASS HEALTH REHABILITATION HOSP","6401 DIRECTORS PKWY",ABILENE,TX,79606,TAYLOR,10180,U,RH,5,4,01/01/2019,12/31/2019,143.41,"","",12643,"",15707,60,21900,"",980,"",1191,"",12643,"",15707,60,21900,"",980,"",1191,"",12643,"",15707,60,21900,"",980,"",1191,"","","","",9714128,10094574,895827,19277039,36783699,"",36783699,1971061,"",9714128,"","","",-209522,"","",3296520,-979526,96729,125651,"",2329852,"","","",3922531,"",3137482,"","",4662146,"",8730342,8730342,15722340,236438,582937,"","","",1774928,2594303,"","","",7159137,7159137,9753440,5968900,5968900,15722340,"","","","","","","","",36783699,"",36783699,14990297,21793402,19808702,1984700,201290,2185990,"",2185990,"","","","",""
686216,673065,"CHI ST. JOSEPH HEALTH REHABILITATION","1600 JOSEPH DR  STE 2000",BRYAN,TX,77802,BRAZOS,17780,U,RH,5,5,10/01/2018,09/30/2019,138.85,"","",13523,"",16947,49,17885,"",1134,"",1424,"",13523,"",16947,49,17885,"",1134,"",1424,"",13523,"",16947,49,17885,"",1134,"",1424,"","","","",9938442,8607823,643539,17905021,38695945,"",38695945,"","",9938442,"","","",2850385,"","",3426821,-964576,65567,18317,"",5396514,"","","",1660314,"",2620687,"","",2455259,"",8184020,8184020,16035793,315466,589538,"","","",2432568,3337572,"","","",8684824,8684824,12022396,4013397,4013397,16035793,"","","","","","","","",38695945,"",38695945,13523055,25172890,18546265,6626625,41116,6667741,"",6667741,"","","","",""
686224,144016,"ALTON MENTAL HEALTH CENTER","4500 COLLEGE AVE",ALTON,IL,62002,MADISON,41180,U,PH,2,10,07/01/2019,06/30/2020,228.67,"","",81,89,5457,24,8784,"",3,3,15,"",81,89,5457,134,49044,"",3,3,125,"",81,89,5457,24,8784,"",3,3,15,"","","","",18565031,5949082,1241460,46593106,94122,223629,317751,"","",18565031,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24514113,-24514113,"",-24514113,"",-24514113,"","","","",""
686251,334021,"MOHAWK VALLEY P.C.","1400 NOYES ST.",UTICA,NY,13502-3803,ONEIDA,46540,U,PH,2,10,04/01/2019,03/31/2020,402.4,"","","",7950,9653,77,28182,"","",440,449,"","",7950,9653,77,28182,"","",440,449,"","",7950,9653,77,28182,"","",440,449,"","","","",20671360,3198080,1849993,34508361,135294,8261908,8397202,12601261,"",20671360,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",23869440,-23869440,"",-23869440,"",-23869440,"","","","",""
686259,344027,"RJ BLACKLEY ADATC","RJ BLACKLEY",BUTNER,NC,27509,GRANVILLE,99934,U,PH,2,10,07/01/2019,06/30/2020,"","","",709,2431,12988,80,29280,"",52,226,1193,"",709,2431,12988,80,29280,"",52,226,1193,"",709,2431,12988,80,29280,"",52,226,1193,"","","","",8871541,8673524,278450,16183003,12021098,"",12021098,"","",8871541,"","","","","","","",-1639230,66690,"","",209435,"","",8827785,"","",860085,"","",3809349,"","","",4018784,"",3936,301,"",142745,"",146982,"","","","","",146982,3871802,3871802,4018784,"","","","","","","","",11733574,"",11733574,"",11733574,17545065,-5811491,5811491,"","","","","","","",""
686260,344033,"WALTER B JONES LAKESIDE","2577 WEST FIFTH STREET",GREENVILLE,NC,27834,PITT,24780,U,PH,2,10,07/01/2019,06/30/2020,140,"","",58,682,11815,52,19032,"",10,75,1071,"",58,682,11815,52,19032,"",10,75,1071,"",58,682,11815,52,19032,"",10,75,1071,"","","","",10024623,8360350,473954,18458995,10816214,"",10816214,"","",10024623,"","","","","","",77775,"",37014,"","",114789,42000,1350653,9814466,"","",785632,12660,"",6914964,"","","",7029753,"","","","",77696,"",77696,"","","","","",77696,6952057,6952057,7029753,"","","","","","","","",219401,"",219401,"",219401,6300996,-6081595,6922909,841314,"",841314,"","","","",""
686279,673054,"ENCOMPASS HEALTH REHABILITATION HOSP","330 WEST BEN WHITE ROAD",AUSTIN,TX,78704,TRAVIS,12420,U,RH,5,4,01/01/2019,12/31/2019,138.1,"","",9910,"",13439,60,21900,"",823,"",1100,"",9910,"",13439,60,21900,"",823,"",1100,"",9910,"",13439,60,21900,"",823,"",1100,"","","","",8845249,12040793,2184626,18762075,31915241,"",31915241,1336691,"",8845250,"","","",3197392,"","",3060248,-785892,78678,137837,"",5688263,"","",28368789,719101,"",2794344,"","",22723589,"",23228572,23228572,51640424,540972,569508,"","","",1641824,2752304,"","","",24176088,24176088,26928392,24712032,24712032,51640424,"","","","","","","","",31915240,"",31915240,10476562,21438678,20886042,552636,423676,976312,"",976312,"","","","",""
686292,144028,"JOHN J MADDEN MENTAL HEALTH CENTER","1200 S FIRST AVE",HINES,IL,60141,COOK,16974,U,PH,2,10,07/01/2019,06/30/2020,267.26,"","",537,"",6295,28,10248,"",22,"",286,"",537,"",6295,156,57096,"",22,"",286,"",537,"",6295,28,10248,"",22,"",286,"","","","",21436084,5497676,226458,39198592,66149,141895,208044,"","",21436084,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26933760,-26933760,"",-26933760,"",-26933760,"","","","",""
686293,144037,"ELGIN MENTAL HEALTH CENTER","750 S STATE",ELGIN,IL,60123,KANE,20994,U,PH,2,10,07/01/2019,06/30/2020,701.69,"","",95,1832,132626,383,140178,"",5,94,677,"",95,1832,132626,383,140178,"",5,94,677,"",95,1832,132626,383,140178,"",5,94,677,"","","","",55216546,12387341,2403010,104218299,1470886,120626,1591512,"","",55216546,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67603887,-67603887,"",-67603887,"",-67603887,"","","","",""
686294,161311,"HAWARDEN REGIONAL HEALTHCARE","1111 11TH STREET",HAWARDEN,IA,51023-,SIOUX,99916,R,CAH,1,13,07/01/2019,06/30/2020,64.94,"","",691,28,1114,25,9150,"",46,12,66,"",2841,1399,7924,25,9150,"",46,12,66,"",142,28,197,25,9150,"",46,12,66,39816,388396,328379,328379,4381218,8834582,1156909,12032137,2217267,13977562,16194829,"","","","","","",12437479,1163833,"",2249700,-438084,128940,70364,"",16130999,172313,230139,13190978,"",436270,3232524,"",589589,12229093,88541,973646,1062187,29422279,311624,520643,49776,687570,3183290,951927,7936250,"",8826266,"",3328622,12154888,20091138,9331141,9331141,29422279,"","","","","","","","",2379848,13023529,15403377,4301837,11101540,13215800,-2114260,3633876,1519616,208610,1311006,0.742962,1692332,2034383,"",""
686332,441310,"RHEA MEDICAL CENTER","9400 RHEA COUNTY HIGHWAY",DAYTON,TN,37321,RHEA,99944,R,CAH,1,9,07/01/2019,06/30/2020,214.73,"","",1267,331,3270,25,9150,"",276,90,768,"",1822,1361,8314,25,9150,"",276,90,768,"",874,277,2396,22,8052,"",276,90,768,956909,3285125,2124581,2450455,9590176,15361769,1909607,21307824,6037173,59628616,65665789,"","","","","","",13459467,"","",2671312,-2600235,523040,99547,82347,14235478,2317060,206984,24100395,"","",10447700,"","",20046122,17489952,1113477,18603429,52885029,1143891,789634,169991,5929087,"",6406850,16665475,"",14657687,"",244512,14902199,31567674,21317355,21317355,52885029,"","","","","","","","",6009694,60335865,66345559,44187275,22158284,24951945,-2793661,1927125,-866536,194928,-1061464,0.324489,2596691,12138714,"",""
686334,451393,"CROCKETT MEDICAL CENTER","1100 EAST LOOP 304",CROCKETT,TX,75835,HOUSTON,99945,R,CAH,5,4,02/01/2019,12/31/2019,69.49,"","",171,"",379,25,8350,"",58,"",112,"",1468,"",8572,25,8350,"",58,"",112,"",143,"",344,25,8350,"",58,"",112,597618,15289465,4226033,4226033,4735995,7621620,1868043,11222290,3740756,49053530,52794286,"","","","","","",490182,"","",29517096,-28346165,"","","",1661113,"","","",1049339,"",549043,29916,"",977274,"","","",2638387,415582,"",-736,"","",410,466242,"","","",5308882,5308882,5775124,-3136737,-3136737,2638387,"","","","","","","","",3824708,51643125,55467833,46890665,8577168,12357615,-3780447,2008893,-1771554,"",-1771554,0.212566,311835,632482,"",""
686348,154020,"REGIONAL MENTAL HEALTH CENTER","8555 TAFT STREET",MERRILLVILLE,IN,46410,LAKE,23844,U,PH,2,2,07/01/2019,06/30/2020,370.6,"","",363,194,2467,16,5856,"",51,44,342,"",363,194,2467,16,5856,"",51,44,342,"",363,194,2467,16,5856,"",51,44,342,"","","","",20622410,18533995,1309309,5589909,3939257,7864104,11803361,"","","","","","",10384175,2306054,2157338,"","","",450354,"",18724665,1307295,"",27351045,657642,"",6904480,"","",12381694,14859045,169749,15028794,46135153,614313,3230813,"","","",5582502,9427628,"","","",5452633,5452633,14880261,31254892,31254892,46135153,"","","","","","","","",3973889,46285696,50259585,30408322,19851263,39156405,-19305142,22652486,3347344,26031728,-22684384,"","","","",""
686349,154063,"NEUROPSYCHIATRIC HOSPITAL OF INDIANA","6720 PARKDALE PL",INDIANAPOLIS,IN,46254-4668,MARION,26900,U,PH,2,5,01/01/2019,12/31/2019,100.25,"","",10860,1142,15687,50,18250,"",627,70,1012,"",10860,1142,15687,50,18250,"",627,70,1012,"",10860,1142,15687,50,18250,"",627,70,1012,"","","","",5368314,5885087,1119074,10812756,25377169,"",25377169,"","","","","","",37114,"","",2299802,"",47415,39191,"",2423522,"","",5368511,3232994,"",973993,"","",5301515,"",16775,16775,7741812,1129654,"","",1098888,"",473283,2701825,"",4119726,"","",4119726,6821551,920261,920261,7741812,"","","","","","","","",25377169,"",25377169,12156547,13220622,11253401,1967221,121796,2089017,"",2089017,"","","","",""
686350,171347,"SHERIDAN COUNTY HEALTH COMPLEX","826 18TH STREET",HOXIE,KS,67740-0167,SHERIDAN,99917,R,CAH,2,9,01/01/2019,12/31/2019,96.73,"","",1331,32,1570,18,6570,"",119,2,153,"",1331,32,11906,50,18250,"",119,2,209,"",349,29,510,18,6570,"",119,2,153,18269,159617,124968,124968,6653107,6013247,66280,8876936,6975459,5570988,12546447,"","","","","","",4898810,1216459,"",1482102,-243000,346609,121583,"",8161195,68208,262696,4058885,"",1215489,4954468,"","",2462968,"","","",10624163,325242,455227,86486,108438,"",53684,1029077,"",2838758,"","",2838758,3867835,6756328,6756328,10624163,"","","","","","","","",7157799,8123443,15281242,5139995,10141247,12666354,-2525107,3286443,761336,"",761336,0.707526,1090650,1243739,"",""
686368,262015,"LANDMARK HOSPITAL OF CAPE GIRARDEAU","355 INDEPENDENCE STREET","CAPE GIRARDEAU",MO,63701,"CAPE GIRARDEAU",16020,U,LTCH,2,5,01/01/2019,12/31/2019,71,"","",4114,992,7127,30,10950,"",159,39,245,"",4114,992,7127,30,10950,"",159,39,245,"",4114,992,7127,30,10950,"",159,39,245,"","","","",4143112,7773403,76674,10752903,38189576,"",38189576,"","",4143112,"","","",-92460,"","",3890888,"",43567,63869,"",3905864,"","","",12790,1047921,887850,"","",487918,"","",7878,4401660,3795930,"","","","",-6364084,-2568154,"",239670,"","",239670,-2328484,6730144,6730144,4401660,"","","","","","","","",40286968,"",40286968,27717533,12569435,11916515,652920,12079,664999,"",664999,"","","","",""
686383,332008,"HENRY J. CARTER","900 MAIN STREET","ROOSEVELT ISLAND",NY,10044,QUEENS,35614,U,LTCH,1,12,07/01/2019,06/30/2020,538.48,"","",4307,19694,36915,201,73566,"",92,97,428,"",6000,59809,94936,365,133590,"",92,97,428,"",4307,19694,36915,201,73566,"",92,97,428,"","","","",50705144,108042014,24646027,151290000,150374968,915032,151290000,"","",50705144,"","","",326991,"","",11862310,"","","",27332794,-8974242,"",450364,250223738,"",103867658,21866030,"","",213822846,"",2956232,2956232,207804836,-1447607359,8827807,"","","",13496476,-1423861085,"","","",243195386,243195386,-1180665699,1174564026,1388470535,207804836,"","","","","","","","",171510224,"",171510224,60085284,111424940,158747158,-47322218,10932944,-36389274,"",-36389274,"","","","",""
686386,344023,"JULIAN F KEITH - ADATC","201 TABERNACLE ROAD","BLACK MOUNTAIN",NC,28711,BUNCOMBE,11700,U,PH,2,10,07/01/2019,06/30/2020,197,"","",561,2345,20005,80,29280,"",46,194,1712,"",561,2345,20005,80,29280,"",46,194,1712,"",561,2345,20005,80,29280,"",46,194,1712,"","","","",10967901,9139842,318037,20257511,18107187,"",18107187,3865596,"",10967901,"","","","","","",193908,"",158795,"","",352703,50000,9200379,"","",714053,"","","",4911704,"","","",5264407,"","","","",193908,"",193908,"","","","","",193908,5070499,5070499,5264407,"","","","","","","","",14077514,"",14077514,"",14077514,20107743,-6030229,6030230,1,"",1,"","","","",""
686398,444001,"MEMPHIS MENTAL HLTH INISTITUTE","951 COURT AVE",MEMPHIS,TN,38103-2813,SHELBY,32820,U,PH,2,10,07/01/2019,06/30/2020,186,"","",425,2046,13020,55,20130,"",46,133,1271,"",425,2046,13020,55,20130,"",46,133,1271,"",425,2046,13020,55,20130,"",46,133,1271,"","","","",14072830,6391057,8475,18137217,91687,797,92484,"","",14072830,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20463887,-20463887,"",-20463887,"",-20463887,"","","","",""
686399,444008,"WESTERN MENTAL HLTH INSTIT.","11100 OLD HIGHWAY 64 WEST",BOLIVAR,TN,38008,HARDEMAN,99944,R,PH,2,10,07/01/2019,06/30/2020,227,"","",93,8636,42824,150,54900,"",12,56,581,"",93,8636,42824,150,54900,"",12,56,581,"",93,550,10835,50,18300,"",12,56,581,"","","","",30559361,9737760,2975337,39025312,19103,784,19887,"","",30559361,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",40297121,-40297121,"",-40297121,"",-40297121,"","","","",""
686409,501335,"ENUMCLAW REGIONAL HOSPITAL DBA SEH","1455 BATTERSBY AVENUE",ENUMCLAW,WA,98022-,KING,42644,U,CAH,1,2,07/01/2019,06/30/2020,196.41,"","",1768,295,5137,25,9150,"",387,35,1325,"",1768,295,5137,25,9150,"",387,35,1325,"",1620,85,4255,25,9150,"",387,35,1325,626475,1866170,2585529,4703690,17975474,37669187,2854186,49366074,60739478,154449508,215188986,"","","","","","",13794,"","",27123847,-19695581,1388586,"","",8919184,3268423,577014,23757816,33616044,2122358,31435515,"","",47731161,60000597,366437,60367034,117017379,1444141,2262247,"","","",5263803,9404598,"","","",539445,539445,9944043,107073336,107073336,117017379,"","","","","","","","",60739478,154449508,215188986,156593103,58595883,55644661,2951222,7502840,10454062,"",10454062,0.229408,7718970,42880507,"",""
686418,34033,"CORNERSTONE BEHAVIORAL HEALTH EL DOR","1400 NORTH WILMONT ROAD",TUCSON,AZ,85712,PIMA,46060,U,PH,2,4,09/01/2019,08/31/2020,84.73,"","",723,8451,11001,54,15318,"",101,1515,1915,"",723,8451,11001,54,15318,"",101,1515,1915,"",723,8451,11001,54,15318,"",101,1515,1915,"","","","",4458291,4446821,336771,8332300,16469800,"",16469800,"","","","","","",707551,"","",2172686,-219900,27171,9953,"",2697461,"","",62736,3221061,214870,850359,63663,"",3403611,"",2129334,2129334,8230406,225922,224250,706580,"","",160336,12245137,"","","",773844,773844,13018981,-4788575,-4788575,8230406,"","","","","","","","",16469800,"",16469800,8118695,8351105,8905112,-554007,731322,177315,"",177315,"","","","",""
686422,52045,"KINDRED HOSPITAL BALDWIN PARK","14148 E. FRANCISQUITO AVENUE","BALDWIN PARK",CA,91706,"LOS ANGELES",31084,U,LTCH,1,4,09/01/2019,08/31/2020,250,"","",14586,334,26146,91,33306,"",557,7,910,"",14586,334,26146,91,33306,"",557,7,910,"",13182,334,23608,83,30378,"",557,7,910,"","","","",20220399,27320139,824773,47022517,248340788,1607080,249947868,2943121,"",20220399,2420724,"","",2375,"","",15282657,-2647338,477274,56771,"",13191248,"",936,4503,542595,"",1886711,"","",1465322,"",18770926,18856183,33512753,2335839,1297780,42778,"","",11050183,14726580,"","","",9919758,9919758,24646338,8866415,8866415,33512753,"","","","","","","","",248340788,1607080,249947868,197207771,52740097,47540538,5199559,133485,5333044,"",5333044,"","","","",""
686423,62009,"KINDRED HOSPITAL DENVER","1920 HIGH STREET",DENVER,CO,80218,DENVER,19740,U,LTCH,1,4,09/01/2019,08/31/2020,127.1,"","",2703,3984,14032,68,24888,"",62,87,278,"",2703,3984,14032,68,24888,"",62,87,278,"",2703,3984,14032,64,23424,"",62,87,278,"","","","",9972024,13960956,303393,22306348,84643622,1010719,85654341,1229031,"",9972024,2323987,"","",-50590,"","",9813705,-3264471,306246,"","",6805155,"",246,97106,316076,"",859720,"","",825257,"",7151013,7151013,14781425,1276552,697409,5130,"","",12865538,14844629,"","","",-345028,-345028,14499601,281824,281824,14781425,"","","","","","","","",84643622,1010719,85654341,60490647,25163694,23932980,1230714,19050,1249764,"",1249764,"","","","",""
686426,103043,"ENCOMPASS HEALTH REHABILITATION HOSP","2275 SW 22ND LANE",OCALA,FL,34471,MARION,36100,U,RH,5,4,01/01/2019,12/31/2019,172.91,"","",14961,38,20293,70,23740,"",1178,3,1571,"",14961,38,20293,70,23740,"",1178,3,1571,"",14961,38,20293,70,23740,"",1178,3,1571,"","","","",10724985,12437293,1475448,20601574,35839386,122098,35961484,1803084,"",10724985,8601,"","",4081888,"","",4075906,-718471,96397,27113,"",7562833,3271103,185343,23662317,"","",3921867,"","",22296248,"",349434,349434,30208515,396865,754421,"","","",534663,1685949,"","","",11434,11434,1697383,28511132,28511132,30208515,"","","","","","","","",35839387,122098,35961485,8180997,27780488,23162278,4618210,25178,4643388,"",4643388,"","","","",""
686427,103044,"ENCOMPASS HEALTH REHABILITATION HOSP","5850 SE COMMUNITY DRIVE",STUART,FL,34997,MARTIN,38940,U,RH,5,5,01/01/2019,12/31/2019,173.79,"","",15522,"",19629,64,19900,"",1397,"",1730,"",15522,"",19629,64,19900,"",1397,"",1730,"",15522,"",19629,64,19900,"",1397,"",1730,"","","","",11445572,10492532,1434410,21175088,40304012,"",40304012,2426935,"",11445572,"","","",3537335,"","",3391519,-645794,97205,28479,"",6408744,1918764,"",27310308,"","",3627296,"","",24769116,"",215816,215816,31393676,353882,778893,"","","",596858,1729633,"","","",14535783,14535783,16265416,15128260,15128260,31393676,"","","","","","","","",40304012,"",40304012,9368066,30935946,21938104,8997842,152370,9150212,"",9150212,"","","","",""
