rpt_rec_num,"Provider CCN","Hospital Name","Street Address",City,"State Code","Zip Code",County,"Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Total Days Title V + Total for all Subproviders","Total Days Title XVIII + Total for all Subproviders","Total Days Title XIX + Total for all Subproviders","Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders","Number of Beds + Total for all Subproviders","Total Bed Days Available + Total for all Subproviders","Total Discharges Title V + Total for all Subproviders","Total Discharges Title XVIII + Total for all Subproviders","Total Discharges Title XIX + Total for all Subproviders","Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable",Inventory,"Prepaid Expenses","Other Current Assets","Total Current Assets",Land,"Land Improvements",Buildings,"Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets",Investments,"Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG amounts before October 1","DRG amounts after October 1","Outlier payments for discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Gross Revenue","Less Contractual Allowance and discounts on patients' accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone SCHIP","Stand-Alone SCHIP Charges"
685698,34034,"DESTINY SPRINGS HEALTHCARE","17300 NORTH DYSART ROAD",SURPRISE,AZ,85378,"",38060,U,PH,2,4,08/02/2019,12/31/2019,120.5,"","",320,"",5276,90,13680,"",35,"",669,"",320,"",5276,90,13680,"",35,"",669,"",320,"",5276,90,13680,"",35,"",669,"","","","",3669223,4257163,"",7816235,11387867,"",11387867,"","","","","","",-76464,"","",8058108,-4851559,"",100000,83787,3590419,"","","","","",607470,"","",607470,"",396157,396157,4594046,843166,6842,455030,"","",152011,1457049,"",2699514,"","",2699514,4156563,437483,437483,4594046,"","","","","","","","",11387867,"",11387867,6458347,4929520,7926386,-2996866,"",-2996866,2662,-2999528,"","","","",""
685708,54148,PSYCHIATRIC,"18646 OXNARD ST",TARZANA,CA,91356,USA,31084,U,PH,2,2,01/01/2019,12/31/2019,136,"","",1100,"",1101,4,1460,"",201,"",201,"",1100,"",1101,4,1460,"",201,"",201,"",1100,"",1101,4,1460,"",201,"",201,"","","","",41585857,38407584,9443,1204753,1710140,468689,2178829,"","","","","","",5114223,6110255,"",14220970,-1189273,"",757678,83872,25097725,1061313,"",1208308,18397996,6636655,"","","",11075994,8956434,7848845,17370409,53544128,2712879,5680458,"",58633,17181,"",8469151,"",12936226,137500,1386137,14459863,22929014,30615114,30615114,53544128,"","","","","","","","",31999420,53672608,85672028,940317,84731711,79993441,4738270,"",4738270,"",4738270,"","","","",""
685709,74012,"SOUTHWEST CT MENTAL HEALTH SYSTEM","1635 CENTRAL AVENUE",BRIDGEPORT,CT,06610,FAIRFIELD,14860,U,PH,2,10,07/01/2019,06/30/2020,430,"","",147,1019,22212,62,22692,"",3,17,50,"",147,1019,22212,62,22692,"",3,17,50,"",147,1019,22212,62,22692,"",3,17,50,"","","","",35869689,5693722,52556,57515118,264924,2626547,2891471,"","",35869689,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",41563411,-41563411,"",-41563411,"",-41563411,"","","","",""
685716,104007,"NORTHEAST FLORIDA STATE HOSPITAL","HIGHWAY 121 SOUTH",MACCLENNY,FL,32063-9777,BAKER,27260,U,PH,2,10,07/01/2019,06/30/2020,58,"","","",8145,21238,60,21900,"",9,1,35,"","",8145,210779,1138,415370,"",9,1,348,"","",8145,21238,60,21900,"",9,1,35,"","","","",40360611,41999699,395871,80249262,79575422,598280,80173702,"","",40360611,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6761708,"",6761708,"",6761708,82362005,-75600297,"",-75600297,"",-75600297,"","","","",""
685717,104024,"CIRCLES OF CARE  INC.","400 EAST SHERIDAN ROAD",MELBOURNE,FL,32901,BREVARD,37340,U,PH,2,2,07/01/2019,06/30/2020,441.1,"","",3076,"",34191,172,62952,"",347,"",1387,"",3076,"",34191,172,62952,"",347,"",1387,"",3076,"",10730,52,19032,"",347,"",1387,"","","","",20291418,20783993,828759,37721439,33687539,12235538,45923077,6077497,"",20291418,"","","",29601657,"","",2825208,"",1426971,754366,"",34905990,1110682,"",19880783,"","",3422411,"","",10087221,8000000,686585,8686585,53679796,271011,1853171,490564,"",2162249,329135,5106130,"",5199968,"","",5199968,10306098,43373698,43373698,53679796,"","","","","","","","",33687539,12235538,45923077,24130587,21792490,41075411,-19282921,20664005,1381084,"",1381084,"","","","",""
685726,112006,"EMORY LONG TERM ACUTE CARE","450 CANDLER STREET",DECATUR,GA,30030-,DEKALB,12060,U,LTCH,1,13,09/01/2019,08/31/2020,177.11,"","",4490,356,14032,50,18300,"",141,11,376,"",4490,356,14032,50,18300,"",141,11,376,"",3635,276,12052,44,16104,"",141,11,376,"","","","",12404930,13955797,169016,28088814,89143326,90007,89233333,"","","","","","",-21602076,"","",26736919,-14813423,"","",403184,-9275396,1640000,20000,5199982,"",422422,1608466,"","",7237102,"","","",-2038294,1169029,"","","","",224746,1393775,"","","",596396,596396,1990171,-4028465,-4028465,-2038294,"","","","","","","","",89143326,"",89143326,61464359,27678967,26360727,1318240,16759,1334999,"",1334999,"","","","",""
685730,144038,"CHOATE MENTAL HEALTH CENTER","1000 N MAIN",ANNA,IL,62906,UNION,99914,U,PH,2,10,07/01/2019,06/30/2020,128.18,"","",636,"",16808,113,41358,"",13,"",94,"",636,"",89334,363,132858,"",13,"",94,"",636,"",16808,113,41358,"",13,"",94,"","","","",38090348,6815667,1071051,81112410,223798,580208,804006,"","",38090348,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44906015,-44906015,"",-44906015,"",-44906015,"","","","",""
685731,154008,"NUERODIAGNOSTIC INSTITUTE","5435 E 16TH ST",INDIANAPOLIS,IN,46218,MARION,26900,U,PH,2,10,07/01/2019,06/30/2020,237.79,"","","",5951,14536,159,58194,"","",48,125,"","",5951,14536,159,58194,"","",48,125,"","",5951,14536,159,58194,"","",48,125,"","","","",10746255,19381151,2935,34863997,59092,1000,60092,"","","","","","",27209480,"","","","","","","",27209480,"","","","","","","","","","","","",27209480,1224,"","","","","",1224,"","","","","",1224,27208256,27208256,27209480,"","","","","","","","",11872483,1000,11873483,6214553,5658930,30127406,-24468476,24511247,42771,"",42771,"","","","",""
685732,154009,"HAMILTON CENTER  INC.","620 EIGHTH AVENUE","TERRE HAUTE",IN,47804,VIGO,45460,U,PH,2,2,07/01/2019,06/30/2020,487,"","",1157,840,5511,16,5856,"",159,135,798,"",1157,840,5511,16,5856,"",159,135,798,"",1157,840,5511,16,5856,"",159,135,798,"","","","",26311105,19582822,2041042,13641380,6608400,12153938,18762338,"","","","","","",10646478,13227878,"",1637719,"","",582291,"",28757685,11433477,"","","","","","",3408973,14842450,1347380,"",2688128,46288263,1224131,4270502,"","",48795,1896877,7440305,500000,"","","",500000,7940305,38347958,38347958,46288263,"","","","","","","","",6972696,39190650,46163346,20421090,25742256,45893927,-20151671,17555849,-2595822,"",-2595822,"","","","",""
685733,154018,"RICHMOND STATE HOSPITAL","498 N.W. 18TH",RICHMOND,IN,47374-,WAYNE,99915,R,PH,2,10,07/01/2019,06/30/2020,242.91,"","","",2796,48429,213,77745,"","",6,111,"","",2796,48429,213,77745,"","",6,111,"","",2796,48429,213,77745,"","",6,111,"","","","",14226794,18783262,1193723,29749492,145287,5000,150287,"","","","","","",11702211,"","","","","","","",11702211,"","",29893624,"",19981044,3134084,"","",21895117,"","","",33597328,1839,"","","","","",1839,"","","",4078465,4078465,4080304,29517024,29517024,33597328,"","","","","","","","",39067227,5000,39072227,35959649,3112578,33010056,-29897478,33694,-29863784,"",-29863784,"","","","",""
685734,154056,"EVANSVILLE STATE HOSPITAL","3400 LINCOLN AVE",EVANSVILLE,IN,47714,VANDERBURGH,21780,U,PH,2,10,07/01/2019,06/30/2020,236.21,"","","",8507,55257,168,61320,"","",9,84,"","",8507,55257,168,61320,"","",9,84,"","",8507,55257,168,61320,"","",9,84,"","","","",11047529,16130986,102085,29314739,276285,5000,281285,"","","","","","",27209480,"","","","","","","",27209480,212,"","",293000,"",8049448,"","",5680357,"","","",32889837,1224,"","","","","",1224,"","","",54205251,54205251,54206475,-21316638,-21316638,32889837,"","","","","","","","",44297000,5000,44302000,39192200,5109800,27178515,-22068715,752078,-21316637,"",-21316637,"","","","",""
685736,174016,"PRAIRIE VIEW  INC.","1901 EAST FIRST",NEWTON,KS,67114-0467,HARVEY,48620,U,PH,2,2,07/01/2019,06/30/2020,270.19,"","",625,"",3120,30,10980,"",89,"",581,"",625,"",3120,30,10980,"",89,"",581,"",625,"",3120,30,10980,"",89,"",581,"","","","",12907885,7431638,693834,9104250,6468413,1479907,7948320,"","","","","","",2097889,26452,"",4817177,-1971880,10730,179427,"",5387402,588359,809808,14024332,"","",4649058,7675,"",5397602,3839238,"",3839238,14624242,819481,1413933,327503,"","",355378,2916295,"",145916,"","",145916,3062211,11562031,11562031,14624242,"","","","","","","","",6387543,15382095,21769638,5872779,15896859,20339523,-4442664,4199047,-243617,"",-243617,"","","","",""
685748,224001,"TAUNTON STATE HOSPITAL","60 HODGES AVENUE",TAUNTON,MA,02780,BRISTOL,39300,U,PH,2,10,07/01/2019,06/30/2020,193.93,"","","",1591,16294,45,16470,"","",3,27,"","",1591,16294,45,16470,"","",3,27,"","",1591,16294,45,16470,"","",3,27,"","","","",14574897,6923810,1405348,18462407,21180078,15360,21195438,"","",14574897,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21498707,-21498707,"",-21498707,"",-21498707,"","","","",""
685749,224028,"CORRIGAN MENTAL HEALTH CENTER","49 HILLSIDE STREET","FALL RIVER",MA,02720,BRISTOL,39300,U,PH,2,10,07/01/2019,06/30/2020,76.38,"","",570,3017,5031,16,5856,"",21,64,128,"",570,3017,5031,16,5856,"",21,64,128,"",570,3017,5031,16,5856,"",21,64,128,"","","","",5973904,4009212,104256,9864533,9540342,174474,9714816,"","",5973904,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9983116,-9983116,"",-9983116,"",-9983116,"","","","",""
685750,224031,"CAPE COD AND ISLANDS MENTAL HEALTH C","380 COUNTY LANE",POCASSET,MA,02559,BARNSTABLE,12700,U,PH,2,10,07/01/2019,06/30/2020,60.52,"","",656,2997,5381,16,5856,"",34,91,206,"",656,2997,5381,16,5856,"",34,91,206,"",656,2997,5381,16,5856,"",34,91,206,"","","","",4711999,3402118,108705,9967525,9723585,232224,9955809,"","",4711999,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8114117,-8114117,"",-8114117,"",-8114117,"","","","",""
685753,234006,"PINE REST CHRISTIAN HOSPITAL","300 68TH STREET SE","GRAND RAPIDS",MI,49501-0165,KENT,24340,U,PH,5,2,07/01/2019,06/30/2020,1351.06,42.73,"",9501,"",55857,198,72468,"",864,"",6833,"",9501,"",55857,198,72468,"",864,"",6833,"",9501,"",55857,198,72468,"",864,"",6833,"","","","",96596684,57291627,6288611,77911846,118379896,51502269,169882165,10687216,"",96596684,"",1173996,437753,1780324,"","",29690918,-9425433,"",4904212,"",26950021,102148,4724036,80979994,"",48635339,"","","",57425237,24742645,31486777,56229422,140604680,8469573,3641391,"",60778,"",4139169,16310911,"",30200000,"",5223231,35423231,51734142,88870538,88870538,140604680,"","","","","","","","",145855209,70569758,216424967,75554980,140869987,161066996,-20197009,21848296,1651287,"",1651287,"","","","",""
685754,234042,"BEHAVIORAL CENTER OF MICHIGAN","4050 EAST 12 MILE RD.",WARREN,MI,48092,MACOMB,47664,U,PH,2,4,01/01/2019,12/31/2019,106.62,"","",7009,"",14372,42,15330,"",520,"",1271,"",7009,"",14372,42,15330,"",520,"",1271,"",7009,"",14372,42,15330,"",520,"",1271,"","","","",6020690,4244694,140300,8809588,23499662,1497354,24997016,"","",6020690,"","","",1372763,"","",2904235,-2394198,12200,383434,"",7361301,"","","",4573466,"",792067,"","",3354174,"",10000,10000,10725475,564070,509107,"",9621620,"","",11119797,"","","","","",11119797,-394322,-394322,10725475,"","","","","","","","",23506016,1497000,25003016,13224482,11778534,10265384,1513150,1438417,2951567,-257443,3209010,"","","","",""
685776,341305,"SWAIN COUNTY HOSPITAL","45 PLATEAU STREET","BRYSON CITY",NC,28713-,SWAIN,99934,R,CAH,1,4,08/01/2019,07/31/2020,84.02,"","",2285,189,3705,24,8784,"",67,12,128,"",11378,8923,22328,24,8784,"",67,12,128,"",195,38,356,24,8784,"",67,12,128,1205774,3860850,2845175,3638469,6638307,9802672,846499,13354989,5941473,25114738,31056211,"","","","","","",2163,"","",2737634,"",268402,269361,"",3347455,420000,"",1855775,59172,137943,888704,494423,"",2957701,"",2599279,2599279,8904435,302827,436546,133050,"","",7142066,8014489,10346089,11230,"","",10357319,18371808,-9467373,-9467373,8904435,"","","","","","","","",5941472,26579024,32520496,18482425,14038071,16022714,-1984643,1395555,-589088,"",-589088,0.430026,1091834,4473854,"",""
685788,393053,"PENN STATE HERSHEY REHABILITATION LL","1135 OLD WEST CHOCOLATE AVENUE",HUMMELSTOWN,PA,17036,DAUPHIN,25420,U,RH,5,4,06/01/2019,05/31/2020,216.36,5.15,"",8374,694,19659,76,27816,"",609,28,1171,"",11009,694,26226,98,35868,"",609,28,1171,"",8374,694,19659,76,27816,"",609,28,1171,"","","","",15282822,20991380,705090,31013043,72811789,3956880,76768669,"","",15282822,"","","",50,"","",4185384,"","",41981,134747,6177561,136380,"",359005,"","",6282288,"","",2665026,"",1758000,56826504,65669091,1494085,907146,"",1090712,"",2423747,9953462,40084326,"","",7610242,47694568,57648030,8021061,8021061,65669091,"","","","","","","","",72811789,3956880,76768669,39001067,37767602,36265512,1502090,17167,1519257,-110458,1629715,"","","","",""
685873,454121,"AUSTIN OAKS HOSPITAL","1407 WEST STASSNEY LANE",AUSTIN,TX,78748,TRAVIS,12420,U,PH,2,4,08/01/2019,07/31/2020,118.94,"","",1304,105,17545,80,29280,"",153,14,2624,"",1304,105,17545,80,29280,"",153,14,2624,"",1304,105,17545,80,29280,"",153,14,2624,"","","","",7219677,7660240,1058328,11384903,28947600,3330210,32277810,"","","","","","",-65893,"","",2818306,-2030485,90366,49969,"",226851,1707421,"","",13329445,"",2522246,"","",10905071,"",3902,3902,11135824,262568,257293,224835,"","",-311183,433513,"","","",17261472,17261472,17694985,-6559161,-6559161,11135824,"","","","","","","","",28947600,3330210,32277810,31776008,501802,830746,-328944,343969,15025,"",15025,"","","","",""
685934,154052,"PORTER-STARKE SERVICES  INC","601 WALL ST",VALPARAISO,IN,46385-,PORTER,23844,U,PH,2,2,07/01/2019,06/30/2020,222.12,"","",367,295,2547,16,5840,"",70,75,512,"",367,295,2547,16,5840,"",70,75,512,"",367,295,2547,16,5840,"",70,75,512,"","","","",14179332,10426426,661627,8215277,3350862,4253197,7604059,"","","","","","",9430460,6130199,999951,1202487,"","",392318,"",19892832,"","",7100019,"","","","","",7100019,35293,1609321,1644614,28637465,449147,2131452,"",1254599,"",21037,4906047,2224679,999951,35293,1609321,4869244,9775291,18862174,18862174,28637465,"","","","","","","","",3351022,19366476,22717498,8334655,14382843,24605758,-10222915,11450807,1227892,-1,1227893,"","","","",""
685940,194069,"COVINGTON BEHAVIORAL HEALTH","201 GREENBRIER BLVD",COVINGTON,LA,70433,"",35380,U,PH,2,4,01/01/2019,12/31/2019,119.34,"",2052,1771,2915,19133,62,22480,320,247,470,3059,2052,1771,2915,19133,62,22480,320,247,470,3059,2052,1771,2915,19133,62,22480,320,247,470,3059,"","","","",6951833,5607282,494676,11075915,42088200,2144400,44232600,"","","","","","",-25135,"","",1979839,-551634,"",24736,28377,1456183,2007794,"",4575315,"",888373,"","","",5396934,"",9653772,9653772,16506889,262994,329537,"","","",-28326,564205,"","","",17346766,17346766,17910971,-1404082,-1404082,16506889,"","","","","","","","",43336270,2144400,45480670,32545860,12934810,12559115,375695,23111,398806,-2,398808,"","","","",""
685969,374008,"JIM TALIAFERRO COMM MENTAL HLTH CNTR","602 SW 38TH STREET",LAWTON,OK,73505-,COMANCHE,30020,U,PH,2,10,07/01/2019,06/30/2020,147.1,"","",396,591,4371,14,5124,"",36,70,508,"",396,591,4371,14,5124,"",36,70,508,"",396,591,4371,14,5124,"",36,70,508,"","","","",6864178,4396949,119581,10519757,2740457,2187460,4927917,"","","","","","",204607,"","","","",104224,325,"",309156,11000,"",2951941,"","",946322,"","",288962,"","","",598118,765848,"","","","","",765848,"","","","","",765848,-167730,-167730,598118,"","","","","","","","",3657979,2187460,5845439,767837,5077602,11261127,-6183525,2724797,-3458728,"",-3458728,"","","","",""
686006,452032,"CHG CORNERSTONE HOSP OF HOUSTON","709 MEDICAL CTR BLVD",WEBSTER,TX,77598,HARRIS,26420,U,LTCH,1,4,09/01/2019,08/31/2020,255.35,"","",12598,"",21727,74,42772,"",499,"",778,"",12598,"",21727,74,42772,"",499,"",778,"",9863,"",16848,62,36048,"",499,"",778,"","","","",12656648,21102306,945531,32941016,202962133,1376437,204338570,"","","","","","",22703,"","",15368938,-9050614,203225,20002,"",5958183,"",60169,4788197,4062756,954378,7254545,109847,"",6031290,"",-1959586,-1959586,10029887,1566969,1730870,443971,"","","",-7322639,"","","","","",-7322639,17352526,17352526,10029887,"","","","","","","","",202962133,1376437,204338570,171339666,32998904,33758954,-760050,89845,-670205,"",-670205,"","","","",""
686007,452034,"CORNERSTONE HOSPITAL OF AUSTIN","4207 BURNET RD",AUSTIN,TX,78756,TRAVIS,12420,U,LTCH,1,4,09/01/2019,08/31/2020,232.14,"","",8461,"",18927,89,32574,"",331,"",688,"",8461,"",18927,89,32574,"",331,"",688,"",6782,"",15171,71,25986,"",331,"",688,"","","","",12878662,17147831,717817,30422436,171385357,3401017,174786374,"","","","","","",-68415,"","",6331245,-673698,271189,91432,"",5393604,"","",2967899,832872,666612,7197721,65688,"",5650672,"",118515,118515,11162791,1477637,1506132,665013,"",-597232,506,-16165925,"","","","","",-16165925,27328716,27328716,11162791,"","","","","","","","",171385356,3401017,174786373,139645826,35140547,30026493,5114054,26323,5140377,"",5140377,"","","","",""
686031,41322,"FULTON COUNTY HOSPITAL","679 N. MAIN STREET",SALEM,AR,72576,FULTON,99904,R,CAH,1,9,07/01/2019,06/30/2020,123.28,"","",2881,129,3978,25,9150,"",325,48,532,"",2881,129,3978,25,9150,"",325,48,532,"",1223,129,1897,25,9150,"",325,48,532,119211,969541,589117,589117,4509031,5785307,473590,9508929,7641098,11251076,18892174,"","","","","","",1018938,"","",1277705,"",254723,129789,"",2777843,"","","","",3428027,"","","",3428027,4032715,"",4032715,10238585,308170,355076,198097,"","","",861343,"",4599831,"","",4599831,5461174,4777411,4777411,10238585,"","","","","","","","",7640986,13080238,20721224,11910261,8810963,10294338,-1483375,4480827,2997452,-24885,3022337,0.503326,730695,1383531,"",""
686043,111329,"ST MARYS GOOD SAMARITAN","1201 SILOAM RD",GREENSBORO,GA,30642,GREENE,99911,R,CAH,1,1,07/01/2019,06/30/2020,160.43,"","",2343,210,4950,25,9150,"",347,53,793,"",2343,210,4950,25,9150,"",347,53,793,"",1286,210,3003,25,9150,"",347,53,793,927521,3105969,2264758,2500620,9339418,16573078,124140,24178007,16185467,59976092,76161559,"","",9339418,"","","",49045,10000,"",9452772,-4591335,529152,67657,191294,5804673,2872549,768348,27781428,"",208451,4051668,"","",27322243,"",56496,56496,33183412,7220568,107,445312,"","",1410160,9076147,"","","",34262378,34262378,43338525,-10155113,-10155113,33183412,"","","","","","","","",16515420,62138081,78653501,54199627,24453874,25912496,-1458622,4327611,2868989,"",2868989,0.317457,1279813,6296456,"",""
686053,144021,"MCFARLAND MENTAL HEALTH CENTER","901 SOUTHWIND RD",SPRINGFIELD,IL,62703,SANGAMON,44100,U,PH,2,10,07/01/2019,06/30/2020,253.09,"","",565,489,49164,142,51972,"",13,159,172,"",565,489,49164,142,51972,"",13,159,172,"",565,489,49164,142,51972,"",13,159,172,"","","","",18244535,3747554,589955,35358425,53115,340207,393322,"","",18244535,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21992089,-21992089,"",-21992089,"",-21992089,"","","","",""
686055,154019,"MADISON STATE HOSPITAL","711 GREEN ROAD",MADISON,IN,47250-,JEFFERSON,99915,R,PH,2,10,07/01/2019,06/30/2020,300.67,"","","",4810,28357,150,54750,"","",6,49,"","",4810,28357,150,54750,"","",6,49,"","",4810,28357,150,54750,"","",6,49,"","","","",13901643,13222941,215879,32003057,170142,5000,175142,"","","","","","",9464854,"","","","","","","",9464854,91613,"",8320323,"","",5472418,"","",1993929,"","","",11458783,4449,"","","","","",4449,"","","","","",4449,11454334,11454334,11458783,"","","","","","","","",22956682,"",22956682,19083036,3873646,27124584,-23250938,29713879,6462941,"",6462941,"","","","",""
686056,154021,"GRANT BLACKFORD MENTAL HEALTH  INC.","505 WABASH AVENUE",MARION,IN,46952,"",99915,R,PH,2,2,07/01/2019,06/30/2020,142.91,"","",458,408,2342,16,5856,"",74,105,666,"",458,408,2342,16,5856,"",74,105,666,"",458,408,2342,16,5856,"",74,105,666,"","","","",8434774,2997539,241784,6323474,2974523,2911097,5885620,"","","","","","",2439510,"","",3946701,-2494276,"",177275,"",4069210,406017,"",6256630,167368,1917575,"","","",2230333,"","","",6299543,127145,983287,"",112218,"",2045384,3268034,270999,"","",977660,1248659,4516693,1782850,1782850,6299543,"","","","","","","","",5885620,3771028,9656648,4139698,5516950,11432313,-5915363,4740151,-1175212,"",-1175212,"","","","",""
686058,164002,"MENTAL HEALTH INSTITUTE","1251 WEST CEDAR LOOP",CHEROKEE,IA,51012,"",99916,R,PH,2,10,07/01/2019,06/30/2020,146.41,"","",1087,4803,11258,36,13176,"",29,162,293,"",1087,4803,11258,36,13176,"",29,162,293,"",1087,4803,11258,36,13176,"",29,162,293,"","","","",13100059,3497397,227494,14883432,10986361,"",10986361,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16597456,-16597456,"",-16597456,"",-16597456,1.354719,"","","",""
686061,171350,"RUSSELL REGIONAL HOSPITAL","200 SOUTH MAIN",RUSSELL,KS,67665-,RUSSELL,99917,R,CAH,1,2,08/01/2019,07/31/2020,122.46,"","",2126,"",2285,20,7300,"",215,"",258,"",8346,"",23763,42,15352,"",215,"",270,"",607,"",739,20,7300,"",215,"",258,107860,931449,707459,707459,9677264,7656754,1088093,16647372,5372416,17178633,22551049,"","","","","","",6885726,"","",2392832,-686237,283705,137061,301663,9779965,"",237874,"","",991212,3330337,"",339650,649287,"",356393,356393,10785645,198756,853068,"",1139257,"",4120579,6311660,"",1250097,"",3223888,4473985,10785645,"","",10785645,"","","","","","","","",5371404,18003780,23375184,8116442,15258742,17334018,-2075276,1806951,-268325,"",-268325,0.738208,1207697,1585488,"",""
686067,224040,"DR. SOLOMON CARTER FULLER MENTAL HL","85 E. NEWTON STREET",BOSTON,MA,02118,SUFFOLK,14454,U,PH,2,10,07/01/2019,06/30/2020,155.82,"","",735,1740,20670,60,21960,"",24,10,230,"",735,1740,20670,60,21960,"",24,10,230,"",735,1740,20670,60,21960,"",24,10,230,"","","","",13336766,6268922,516248,21164836,23979131,"",23979131,"","",13336766,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19605688,-19605688,"",-19605688,"",-19605688,"","","","",""
686081,332022,"TERENCE CARDINAL COOKE HEALTH CARE","1249 FIFTH AVENUE","NEW YORK",NY,10029,"NEW YORK",35614,U,LTCH,2,2,01/01/2019,12/31/2019,80.52,"","","",20598,20598,56,20805,"","",4,4,"",11548,137744,216716,615,224840,"","",4,4,"","",20598,20598,56,20805,"","",4,4,"","","","",41716983,59795792,3157851,95886206,170107689,1211,170108900,17865214,"",41716983,3326897,"","",3211397,12180,"",12664451,-2929724,155050,460555,2608055,19439291,1439362,230681,73333726,"",50544234,24522963,"","",41310381,6770408,8726179,15496587,76246259,12225673,4951169,"",2746804,3269292,8517250,32282704,"",16650381,"",12526899,29177280,61459984,14786275,14786275,76246259,"","","","","","","","",99442797,"",99442797,"",99442797,101512775,-2069978,5697813,3627835,"",3627835,"","","","",""
686103,12007,"NOLAND HOSPITAL MONTGOMERY II","1725 PINE STREET 5TH FLOOR",MONTGOMERY,AL,36106,MONTGOMERY,33860,U,LTCH,1,2,09/01/2019,08/31/2020,42.4,"","",2492,"",5935,65,23790,"",94,"",208,"",2492,"",5935,65,23790,"",94,"",208,"",2492,"",5935,65,23790,"",94,"",208,"","","","",3125505,4764366,236387,8517666,22681791,"",22681791,"","","","","","",-567932,"","",-3573608,"","",3931,"",30895176,"","","",484390,"",2804396,"","",697825,"",-1320,-1320,31591681,391856,175561,33440,"","",-291,2445469,"","","","","",2445469,29146212,29146212,31591681,"","","","","","","","",22681789,"",22681789,14219097,8462692,7889871,572821,71886,644707,64516,580191,"","","","",""
686107,74015,"ALBERT J SOLNIT CHILDRENS CENTER -","915 RIVER RD",MIDDLETOWN,CT,06457-3921,"","",NA,PH,2,6,07/01/2019,06/30/2020,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
